ID,Network,Created,From Asset,To Asset,Send Amount,Receive Amount,Swap Tx HASH,Status,Wallet ID
2da1bca1-3e37-4938-bb03-1ec19e721d75,testnet,1655384479057,BTC,BTC,undefined,undefined,undefined,WAITING_FOR_CONFIRMATIONS,81a7ec4a-e3c5-4f22-860c-83368f95488a
